접수일자,도로명주소,지번주소,세부사항,기타 사항,위도,경도,경계석파손,보도파손,도로파손,포트홀,측구파손,보도방치,경계석방치,보도돌출
2021-06-01,서울특별시 구로구 고척로33길 17,서울특별시 구로구 고척동 253-79,,,37.5034003,126.8487451,Y,N,N,N,N,N,N,N
2021-06-01,,서울특별시 구로구 구로동 642-4,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-06-01,서울특별시 구로구 부일로1길 11,서울특별시 구로구 온수동 57-16,,,37.49189503,126.8212814,N,N,Y,N,N,N,N,N
2021-06-01,,서울특별시 구로구 구로4동 771-14,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-01,,서울특별시 구로구 천왕동 282-10,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-01,서울특별시 구로구 가마산로20길 38,서울특별시 구로구 구로동 329-42,,,37.4919349,126.8861571,N,N,Y,N,N,N,N,N
2021-06-01,서울특별시 구로구 새말로 120,서울특별시 구로구 구로동 26-1,,,37.50632083,126.8928253,N,N,Y,N,N,N,N,N
2021-06-02,,서울특별시 구로구 구로동 1201,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-06-02,서울특별시 구로구 경인로13길 5,서울특별시 구로구 오류동 81-142,,,37.49435507,126.8390392,N,N,Y,N,N,N,N,N
2021-06-02,서울특별시 구로구 경인로 152,서울특별시 구로구 오류동 77-19,서울특별시 구로구 경인로152~154부근,,37.49333775,126.8387138,N,Y,N,N,N,N,N,N
2021-06-02,서울특별시 구로구 고척로 7,서울특별시 구로구 오류동 9-52,,,37.49549804,126.8405325,N,N,Y,N,N,N,N,N
2021-06-02,서울특별시 구로구 고척로1길 23,서울특별시 구로구 오류동 81-26,,,37.49486218,126.8395166,N,N,Y,N,N,N,N,N
2021-06-02,서울특별시 구로구 고척로1길 33,서울특별시 구로구 오류동 81-149,,,37.49467934,126.8391018,N,N,Y,N,N,N,N,N
2021-06-02,서울특별시 구로구 서해안로34가길 3,서울특별시 구로구 개봉동 310-8,서울특별시 구로구 서해안로34가길 대진빌라옆,,37.4945198,126.8485978,N,Y,N,N,N,N,N,N
2021-06-02,,서울특별시 구로구 온수동 93-2,서울특별시 구로구 온수동 93-2~부천경계,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-02,서울특별시 구로구 구일로2길 29,서울특별시 구로구 구로동 700-32,,,37.48894481,126.8773341,N,N,Y,N,N,N,N,N
2021-06-03,서울특별시 구로구 부일로9길 78,서울특별시 구로구 궁동 237-10,,,37.49606778,126.824905,N,Y,N,N,N,N,N,N
2021-06-03,서울특별시 구로구 부일로9길 78,서울특별시 구로구 궁동 237-10,,,37.49606778,126.824905,N,Y,N,N,N,N,N,N
2021-06-03,서울특별시 구로구 부일로9길 90-2,서울특별시 구로구 궁동 238-3,,,37.49633666,126.8244302,Y,N,N,N,N,N,N,N
2021-06-03,서울특별시 구로구 부일로9길 92,서울특별시 구로구 궁동 238,,,37.49643686,126.8242552,N,Y,N,N,N,N,N,N
2021-06-03,서울특별시 구로구 오리로21길 110,서울특별시 구로구 궁동 237-12,,,37.49586574,126.8251231,N,Y,N,N,N,N,N,N
2021-06-03,서울특별시 구로구 부일로9길 1333,,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-06-03,서울특별시 구로구 공원로 54,서울특별시 구로구 구로동 45-9,,,37.50259229,126.8901814,Y,N,N,N,N,N,N,N
2021-06-03,서울특별시 구로구 공원로 54,서울특별시 구로구 구로동 45-9,,,37.50259229,126.8901814,N,Y,N,N,N,N,N,N
2021-06-03,서울특별시 구로구 부일로9길 49,서울특별시 구로구 온수동 7-5,,,37.49467081,126.8254152,N,N,Y,N,N,N,N,N
2021-06-04,서울특별시 구로구 공원로 73-1,서울특별시 구로구 구로동 50,,,37.50302756,126.8883489,N,Y,N,N,N,N,N,N
2021-06-04,,서울특별시 구로구 구로3동 793-19,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-06-04,,서울특별시 구로구 구로동 63,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-06-04,서울특별시 구로구 가마산로 241-1,서울특별시 구로구 구로동 65,,,37.49477647,126.8876395,N,Y,N,N,N,N,N,N
2021-06-04,,서울특별시 구로구 구로3동 1124-13,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-06-04,서울특별시 구로구 고척로52나길 25,서울특별시 구로구 고척동 156-1,,,37.50512671,126.8573602,N,Y,N,N,N,N,N,N
2021-06-04,,서울특별시 구로구 신도림동 323-4,,주소지미존재,,,N,N,Y,Y,N,N,N,N
2021-06-04,,서울특별시 구로구 궁동 40-7,,주소지미존재,,,Y,N,N,N,N,N,N,N
2021-06-04,서울특별시 구로구 부일로9길 133,서울특별시 구로구 온수동 141,,,37.49690229,126.8221862,N,Y,N,N,N,N,N,N
2021-06-04,서울특별시 구로구 부일로9길 87,서울특별시 구로구 온수동 5-1,,,37.49612702,126.8242021,N,Y,N,N,N,N,N,N
2021-06-04,,서울특별시 구로구 구로동 614-86,,주소지미존재,,,N,N,Y,Y,N,N,N,N
2021-06-04,,서울특별시 구로구 고척동 62-127,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-04,서울특별시 구로구 경인로 407,서울특별시 구로구 고척동 76-74,,,37.49823885,126.8646866,N,N,N,N,Y,N,N,N
2021-06-04,서울특별시 구로구 경인로33길 67,서울특별시 구로구 개봉동 131-28,,,37.50089384,126.8508394,N,Y,N,N,N,N,N,N
2021-06-04,서울특별시 구로구 구로중앙로 28,서울특별시 구로구 구로동 138-26,,,37.49254219,126.8913392,N,N,Y,N,N,N,N,N
2021-06-04,서울특별시 구로구 새말로 117-23,서울특별시 구로구 구로동 1-4,,,37.50786593,126.8917044,N,N,Y,N,N,N,N,N
2021-06-07,서울특별시 구로구 중앙로 6,서울특별시 구로구 고척동 76-380,서울특별시 구로구 고산초에서 국민은행앞 보도,,37.49897255,126.8647727,N,Y,N,N,N,N,N,N
2021-06-07,서울특별시 구로구 개봉로23가길 76,서울특별시 구로구 개봉동 416-275,,,37.49466969,126.8602648,N,N,Y,N,N,N,N,N
2021-06-07,,서울특별시 구로구 개봉동 202-27,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-07,서울특별시 구로구 구로동로7라길 21,서울특별시 구로구 가리봉동 2-96,,,37.48651801,126.8812752,N,N,Y,N,N,N,N,N
2021-06-07,서울특별시 구로구 오리로22다길 18,서울특별시 구로구 궁동 137-2,,,37.50121442,126.8307198,N,N,Y,N,N,N,N,N
2021-06-07,서울특별시 구로구 남부순환로105길 186,서울특별시 구로구 가리봉동 26-11,,,37.4838579,126.8844826,N,N,Y,N,N,N,N,N
2021-06-07,서울특별시 구로구 고척로21가길 3,서울특별시 구로구 개봉동 62-3,,,37.50224018,126.8457632,N,N,Y,N,N,N,N,N
2021-06-07,서울특별시 구로구 오리로22가길 33,서울특별시 구로구 궁동 111-1,,,37.50039313,126.8296336,N,N,Y,N,N,N,N,N
2021-06-07,서울특별시 구로구 경인로 584,서울특별시 구로구 신도림동 412-9,,,37.50382118,126.881697,N,N,Y,N,N,N,N,N
2021-06-07,서울특별시 구로구 공원로 110,,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-07,서울특별시 구로구 고척로27길 7,서울특별시 구로구 개봉동 122-16,,,37.50238151,126.8473304,N,N,Y,N,N,N,N,N
2021-06-08,서울특별시 구로구 경인로 673-1,서울특별시 구로구 신도림동 314-2,,,37.50984687,126.8890751,N,Y,N,N,N,N,N,N
2021-06-08,서울특별시 구로구 구로중앙로 221-1,서울특별시 구로구 구로동 604-15,,,37.50548038,126.876678,N,Y,N,N,N,N,N,N
2021-06-08,서울특별시 구로구 개봉로6길 23,서울특별시 구로구 개봉동 288-28,,,37.48716308,126.8575842,N,N,Y,N,N,N,N,N
2021-06-08,서울특별시 구로구 오류로8길 72,서울특별시 구로구 오류동 147-2,,,37.49262229,126.8441679,N,N,Y,Y,N,N,N,N
2021-06-08,서울특별시 구로구 도림로20가길 38,서울특별시 구로구 구로동 171-12,,,37.48773414,126.8934116,N,N,Y,N,N,N,N,N
2021-06-08,,서울특별시 구로구 구로동 603-26,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-06-08,서울특별시 구로구 고척로1길 14-22,서울특별시 구로구 오류동 6-161,,,37.49585089,126.8394771,N,N,Y,N,N,N,N,N
2021-06-08,서울특별시 구로구 구일로 62,서울특별시 구로구 구로동 685-219,,,37.49177716,126.8743642,N,N,Y,N,N,N,N,N
2021-06-09,서울특별시 구로구 개봉로16길 18-18,서울특별시 구로구 개봉동 264-22,,,37.4894333,126.8571729,Y,N,N,N,N,N,N,N
2021-06-09,서울특별시 구로구 구로동로 126,서울특별시 구로구 구로동 732-2,,,37.48977744,126.884486,N,N,Y,N,N,N,N,N
2021-06-09,서울특별시 구로구 구로동로 126-16,서울특별시 구로구 구로동 733-12,,,37.4900142,126.8851147,N,N,Y,N,N,N,N,N
2021-06-09,서울특별시 구로구 안양천로539길 6,서울특별시 구로구 고척동 60-2,,,37.5050772,126.8705414,N,N,Y,N,N,N,N,N
2021-06-09,서울특별시 구로구 구로동로49길 9,서울특별시 구로구 구로동 496-57,,,37.49933045,126.8818505,N,N,Y,N,N,N,N,N
2021-06-09,서울특별시 구로구 경인로15길 22,서울특별시 구로구 오류동 6-11,,,37.4954745,126.8391859,N,Y,N,N,N,N,N,N
2021-06-09,서울특별시 구로구 오리로 1289,서울특별시 구로구 궁동 283-7,,,37.49655652,126.8293583,N,Y,N,N,N,N,N,N
2021-06-09,서울특별시 구로구 부일로 965,서울특별시 구로구 궁동 199-6,,,37.49337903,126.8344857,N,Y,N,N,N,N,N,N
2021-06-09,서울특별시 구로구 경인로 352,서울특별시 구로구 개봉동 170-33,,,37.49670488,126.8592749,N,Y,N,N,N,N,N,N
2021-06-09,서울특별시 구로구 구로동로26길 106,서울특별시 구로구 구로동 313-96,,,37.49006345,126.8898981,N,N,Y,N,N,N,N,N
2021-06-09,서울특별시 구로구 구로중앙로28길 31-44,서울특별시 구로구 구로동 553-2,,,37.50100991,126.8867982,N,N,Y,N,N,N,N,N
2021-06-10,서울특별시 구로구 경인로47길 30,서울특별시 구로구 고척동 52-235,,,37.50077094,126.8664161,N,Y,N,N,N,N,N,N
2021-06-10,서울특별시 구로구 개봉로23가길 30,서울특별시 구로구 개봉동 416-146,,,37.49506475,126.8580465,Y,N,N,N,N,N,N,N
2021-06-10,서울특별시 구로구 공원로6가길 76,서울특별시 구로구 구로동 24,,,37.50493825,126.8897073,N,Y,N,N,N,N,N,N
2021-06-10,서울특별시 구로구 구로동로3길 9,서울특별시 구로구 가리봉동 88-56,,,37.4839933,126.8861283,N,N,Y,N,N,N,N,N
2021-06-10,서울특별시 구로구 신도림로 26,서울특별시 구로구 신도림동 398-28,,,37.50714192,126.8795527,N,N,Y,N,N,N,N,N
2021-06-11,,서울특별시 구로구 고척동 76-95,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-06-11,서울특별시 구로구 오리로13길 82,서울특별시 구로구 오류동 245-7,,,37.48770146,126.8300675,Y,N,N,N,N,N,N,N
2021-06-11,서울특별시 구로구 경인로53길 59,서울특별시 구로구 구로동 614-47,,,37.50330313,126.8749871,N,N,Y,N,N,N,N,N
2021-06-11,,서울특별시 구로구 구로동 642-53,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-11,서울특별시 구로구 디지털로26길 87,서울특별시 구로구 구로동 829,,,37.4816772,126.8969654,Y,N,N,N,N,N,N,N
2021-06-11,서울특별시 구로구 구로중앙로 33,서울특별시 구로구 구로동 136-46,,,37.49271042,126.8904727,N,Y,N,N,N,N,N,N
2021-06-11,서울특별시 구로구 디지털로31길 109,서울특별시 구로구 구로동 777-39,서울특별시 구로구 구로3동 주민센터앞,,37.48734704,126.89033,N,Y,N,N,N,N,N,N
2021-06-11,,서울특별시 구로구 고척동 197-20,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-06-11,,서울특별시 구로구 구로동 166-24,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-11,서울특별시 구로구 고척로20길 26,서울특별시 구로구 개봉동 68-63,,,37.50010105,126.8460618,N,N,Y,N,N,N,N,N
2021-06-11,서울특별시 구로구 고척로 87,서울특별시 구로구 개봉동 60-5,,,37.5008308,126.8440966,N,N,Y,N,N,N,N,N
2021-06-11,서울특별시 구로구 구로중앙로 48,서울특별시 구로구 구로동 90,,,37.49485972,126.8910999,N,N,Y,N,N,N,N,N
2021-06-11,서울특별시 구로구 구로중앙로 60,서울특별시 구로구 구로동 98,,,37.49513179,126.8894096,N,N,Y,N,N,N,N,N
2021-06-14,서울특별시 구로구 고척로21나길 8,서울특별시 구로구 개봉동 33-161,,,37.50302612,126.845205,N,Y,N,N,N,N,N,N
2021-06-14,서울특별시 구로구 경인로40길 47,서울특별시 구로구 개봉동 415,,,37.49452225,126.8591026,N,Y,N,N,N,N,N,N
2021-06-14,서울특별시 구로구 구로동로 141,서울특별시 구로구 구로동 704-57,,,37.4913197,126.883399,Y,N,N,N,N,N,N,N
2021-06-14,서울특별시 구로구 도림로23길 7,서울특별시 구로구 구로동 148-12,,,37.49101672,126.8931415,N,Y,N,N,N,N,N,N
2021-06-14,서울특별시 구로구 고척로20길 62,서울특별시 구로구 개봉동 70-47,,,37.49863326,126.846785,N,N,Y,N,N,N,N,N
2021-06-15,서울특별시 구로구 경인로47길 76,서울특별시 구로구 고척동 52-49,,,37.50219264,126.8645261,N,Y,N,N,N,N,N,N
2021-06-15,서울특별시 구로구 경인로47길 31,서울특별시 구로구 고척동 76-88,,,37.50060072,126.866088,N,N,Y,N,N,N,N,N
2021-06-15,,서울특별시 구로구 구로동 566-16,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-15,서울특별시 구로구 구로중앙로42길 33,서울특별시 구로구 신도림동 286-7,,,37.50837292,126.8758528,N,N,Y,N,N,N,N,N
2021-06-15,서울특별시 구로구 구로중앙로42길 33,서울특별시 구로구 신도림동 286-7,,,37.50837292,126.8758528,N,N,Y,N,N,N,N,N
2021-06-15,,서울특별시 구로구 구로2동 467-62,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-15,,서울특별시 구로구 구로2동 730-49,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-15,서울특별시 구로구 개봉로1다길 13-25,서울특별시 구로구 개봉동 313-33,,,37.48191631,126.8515614,N,N,Y,N,N,N,N,N
2021-06-15,,서울특별시 구로구 구로동 212-35,,주소지미존재,,,N,N,N,N,Y,N,N,N
2021-06-15,서울특별시 구로구 고척로20길 18-3,서울특별시 구로구 개봉동 68-66,,,37.50024103,126.845969,N,N,Y,N,N,N,N,N
2021-06-15,,서울특별시 구로구 개봉동 183-5,,주소지미존재,,,Y,N,N,N,N,N,N,N
2021-06-16,서울특별시 구로구 천왕로 29,서울특별시 구로구 천왕동 273,,,37.48080098,126.8385945,N,Y,N,N,N,N,N,N
2021-06-16,서울특별시 구로구 개봉로2길 87-1,서울특별시 구로구 개봉동 276-12,,,37.48878671,126.8597052,Y,N,N,N,N,N,N,N
2021-06-16,서울특별시 구로구 남부순환로105가길 22,서울특별시 구로구 가리봉동 136-59,,,37.47978136,126.8929746,N,N,Y,N,N,N,N,N
2021-06-16,서울특별시 구로구 구로동로22길 82,서울특별시 구로구 구로동 770-75,,,37.48828999,126.8884511,N,N,Y,N,N,N,N,N
2021-06-16,,서울특별시 구로구 신도림동 338-6,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-06-16,서울특별시 구로구 고척로25길 21,서울특별시 구로구 개봉동 97-8,,,37.50284673,126.8467987,N,N,Y,N,N,N,N,N
2021-06-16,서울특별시 구로구 구로중앙로 20-1,서울특별시 구로구 구로동 138-12,,,37.49208143,126.8917502,N,N,Y,N,N,N,N,N
2021-06-16,서울특별시 구로구 디지털로33길 58,서울특별시 구로구 구로동 197-24,,,37.48740149,126.8935065,N,N,Y,N,N,N,N,N
2021-06-16,서울특별시 구로구 구일로2길 29,서울특별시 구로구 구로동 700-32,,,37.48894481,126.8773341,N,N,Y,N,N,N,N,N
2021-06-16,서울특별시 구로구 구로동로22길 76,서울특별시 구로구 구로동 768-12,,,37.48855091,126.8882469,N,N,Y,N,N,N,N,N
2021-06-17,,서울특별시 구로구 개봉동 375-1,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-17,서울특별시 구로구 중앙로 13,서울특별시 구로구 고척동 76-27,,,37.49917235,126.8641089,N,N,N,N,Y,N,N,N
2021-06-17,서울특별시 구로구 디지털로27길 113,서울특별시 구로구 가리봉동 89-161,,,37.48463112,126.8878162,N,N,Y,N,N,N,N,N
2021-06-17,서울특별시 구로구 구로동로7다길 15,서울특별시 구로구 가리봉동 2-201,,,37.48672972,126.8824177,N,N,Y,N,N,N,N,N
2021-06-17,서울특별시 구로구 구로중앙로28길 73,서울특별시 구로구 구로동 110-6,,,37.50084876,126.8893183,Y,Y,N,N,N,N,N,N
2021-06-18,서울특별시 구로구 경인로 183,서울특별시 구로구 오류동 6-5,,,37.49525748,126.8413394,N,Y,N,N,N,N,N,N
2021-06-18,서울특별시 구로구 구로중앙로27가길 5-14,서울특별시 구로구 구로동 512-35,,,37.49780215,126.8854956,N,N,Y,N,N,N,N,N
2021-06-18,,서울특별시 구로구 구로동 683-5,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-18,,서울특별시 구로구 구로동 325-29,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-18,서울특별시 구로구 고척로10길 65,서울특별시 구로구 오류동 13-55,,,37.49644297,126.842175,N,Y,N,N,N,N,N,N
2021-06-18,서울특별시 구로구 경인로 181,서울특별시 구로구 오류동 6-117,,,37.49516236,126.8413598,N,Y,N,N,N,N,N,N
2021-06-18,서울특별시 구로구 경인로20나길 36,서울특별시 구로구 오류동 46-2,,,37.49458635,126.8419693,N,N,Y,N,N,N,N,N
2021-06-21,서울특별시 구로구 중앙로 101,서울특별시 구로구 고척동 329,,,37.50628298,126.8599326,N,Y,N,N,N,N,N,N
2021-06-21,서울특별시 구로구 경인로67길 149,서울특별시 구로구 신도림동 324-4,,,37.51376124,126.8832346,N,N,Y,N,N,N,N,N
2021-06-21,서울특별시 구로구 구로중앙로 60,서울특별시 구로구 구로동 98,,,37.49513179,126.8894096,N,N,Y,N,N,N,N,N
2021-06-21,서울특별시 구로구 신도림로 78,서울특별시 구로구 신도림동 645,,,37.50938921,126.8847002,N,N,Y,N,N,N,N,N
2021-06-21,서울특별시 구로구 경인로66길 72,서울특별시 구로구 신도림동 439-24,,,37.50564834,126.8850861,N,N,Y,N,N,N,N,N
2021-06-21,서울특별시 구로구 중앙로15길 80,서울특별시 구로구 고척동 215-10,,,37.5069515,126.8555001,N,N,N,N,Y,N,N,N
2021-06-21,,서울특별시 구로구 궁동 123-2,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-21,서울특별시 구로구 오리로22다길 30,,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-21,서울특별시 구로구 오리로22다길 32,서울특별시 구로구 궁동 136-6,,,37.50109001,126.8314252,N,N,Y,N,N,N,N,N
2021-06-22,서울특별시 구로구 가마산로 250,서울특별시 구로구 구로동 83-4,,,37.49481403,126.8886765,N,N,Y,N,N,N,N,N
2021-06-22,서울특별시 구로구 중앙로6길 26,서울특별시 구로구 고척동 345,,,37.50028144,126.8650902,N,N,Y,N,N,N,N,N
2021-06-22,,서울특별시 구로구 구로동 212-9,,주소지미존재,,,N,N,Y,N,N,N,N,N
2021-06-23,,서울특별시 구로구 개봉동 372-1,,주소지미존재,,,Y,N,N,N,N,N,N,N
2021-06-23,,서울특별시 구로구 구로동 642-4,,주소지미존재,,,N,Y,N,N,N,N,N,N
2021-06-23,,서울특별시 구로구 온수동 약수터입구,,주소지미존재,,,N,N,Y,N,N,N,N,N
